2024-09-05 11:33:44,535 INFO    MainThread:97413 [wandb_setup.py:_flush():77] Current SDK version is 0.17.8
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_setup.py:_flush():77] Configure stats pid to 97413
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_setup.py:_flush():77] Loading settings from /home/adriano/.config/wandb/settings
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_setup.py:_flush():77] Loading settings from /home/adriano/Desktop/ManiSkillMultimodal/examples/baselines/sac/wandb/settings
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_setup.py:_flush():77] Loading settings from environment variables: {'api_key': '***REDACTED***'}
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_setup.py:_flush():77] Applying setup settings: {'_disable_service': False}
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_setup.py:_flush():77] Inferring run settings from compute environment: {'program_relpath': 'examples/baselines/sac/sac.py', 'program_abspath': '/home/adriano/Desktop/ManiSkillMultimodal/examples/baselines/sac/sac.py', 'program': '/home/adriano/Desktop/ManiSkillMultimodal/examples/baselines/sac/sac.py'}
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_setup.py:_flush():77] Applying login settings: {}
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_init.py:_log_setup():524] Logging user logs to /home/adriano/Desktop/ManiSkillMultimodal/examples/baselines/sac/wandb/run-20240905_113344-lh0ak2k6/logs/debug.log
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_init.py:_log_setup():525] Logging internal logs to /home/adriano/Desktop/ManiSkillMultimodal/examples/baselines/sac/wandb/run-20240905_113344-lh0ak2k6/logs/debug-internal.log
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_init.py:init():607] calling init triggers
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_init.py:init():614] wandb.init called with sweep_config: {}
config: {'exp_name': 'sac', 'seed': 1, 'torch_deterministic': True, 'cuda': True, 'track': True, 'wandb_project_name': 'cleanRL', 'wandb_entity': None, 'evaluate': False, 'checkpoint': None, 'capture_video': True, 'save_model': True, 'env_id': 'PushCube-v1', 'num_envs': 2, 'num_eval_envs': 8, 'num_eval_steps': 50, 'log_freq': 1000, 'eval_freq': 20000, 'save_train_video_freq': None, 'total_timesteps': 500000, 'buffer_size': 15000, 'buffer_device': 'cpu', 'gamma': 0.8, 'tau': 0.01, 'batch_size': 256, 'learning_starts': 4000, 'policy_lr': 0.0003, 'q_lr': 0.0003, 'policy_frequency': 1, 'target_network_frequency': 1, 'alpha': 0.2, 'autotune': True, 'training_freq': 64, 'utd': 0.5, 'partial_reset': False, 'bootstrap_at_done': 'always', 'grad_steps_per_iteration': 32, 'steps_per_env': 32}
2024-09-05 11:33:44,536 INFO    MainThread:97413 [wandb_init.py:init():657] starting backend
2024-09-05 11:33:44,537 INFO    MainThread:97413 [wandb_init.py:init():661] setting up manager
2024-09-05 11:33:44,539 INFO    MainThread:97413 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-09-05 11:33:44,540 INFO    MainThread:97413 [wandb_init.py:init():669] backend started and connected
2024-09-05 11:33:44,546 INFO    MainThread:97413 [wandb_init.py:init():767] updated telemetry
2024-09-05 11:33:44,565 INFO    MainThread:97413 [wandb_init.py:init():800] communicating run to backend with 90.0 second timeout
2024-09-05 11:33:44,984 INFO    MainThread:97413 [wandb_init.py:init():851] starting run threads in backend
2024-09-05 11:33:46,577 INFO    MainThread:97413 [wandb_run.py:_console_start():2463] atexit reg
2024-09-05 11:33:46,577 INFO    MainThread:97413 [wandb_run.py:_redirect():2309] redirect: wrap_raw
2024-09-05 11:33:46,577 INFO    MainThread:97413 [wandb_run.py:_redirect():2374] Wrapping output streams.
2024-09-05 11:33:46,578 INFO    MainThread:97413 [wandb_run.py:_redirect():2399] Redirects installed.
2024-09-05 11:33:46,580 INFO    MainThread:97413 [wandb_init.py:init():894] run started, returning control to user process
2024-09-05 11:33:46,580 INFO    MainThread:97413 [wandb_run.py:_tensorboard_callback():1554] tensorboard callback: runs/PushCube-v1__sac__1__1725528822, True
